﻿id,Tweet,Dialect
445,"""صدقني شخص كل ما نهبط منشور يقلي شوي فيك تستحقي اكثر من هكا ونلقاه يغرد للبنانيه ويمجد فيها سبحان الله توانسه الا من رحم ربي""",Tunisian
446,"""تعرفوا علاه الحوار التونسي مستميته في الدفاع علي المتحيل نبيل القروي علي خاطر عارفين اللي عرفهم المتحيل سامي الفهري""",Tunisian
447,"""علاش توا كان قدامهم سنين و ساكتين عليه كلنا تعرفوه مافيا حقو عندو برشا في الحبس اما هكا ظاهره علي الانتخابات""",Tunisian
448,"""صباح المقاومه لثلاثه اكهو شفيق جرايه نبيل القروي و الثالث نسيتو شكون""",Tunisian
449,"""مزال عندو حق باش يطعن قدام محكمه التعقيب في ظرف ايام و يمكن ياسر يبقي في حاله سراح لين يتعدي قدام لمح""",Tunisian
450,"""ه باهي""",Tunisian
451,"""يعيشك""",Tunisian
452,"""يا سي جوهر نحن ضد الفساد وضد ترذيل السياسه واتيانها من الثقوب والنقوب وضد نموذج نبيل القروي وامثاله ونحن مع العد""",Tunisian
453,"""ه الفقر موش عيب الفقير فقير المخ""",Tunisian
454,"""هع مزال عندي برشا ايجابات عزيزتي تدلل وين تحب تبرد قلبك قلي هعع""",Tunisian
455,"""العيب موش فيه العيب في الي يسلفه""",Tunisian
456,"""ضعيفه موش كان في التواصل في التسيير وحصيلتها المتواضعه في وزاره السياحه دليل علي ذلك تي حتي في صبغان الشعر ضعيفه حسب رايي""",Tunisian
457,"""كلنا يعلم القروي محتال ومافيوزي ومتهرب ومن حق القضاء يمارس مهامه بكل حياديه واستقلاليه لكن وضع بلادنا""",Tunisian
458,"""ه راجل لاكن يلزم يعملنا دعم علي لوز وكاجون ومكسرات باش نقاموهملازم واحد ركايبو ركايب فيل""",Tunisian
459,"""كلمه تصفيهخصومه موش في بلاصتها""",Tunisian
460,"""نبيل القروي خطف روحو و الحکايه الکلها فيلم بش يطلع الکوته متعو بعض اتباع حرکه النهضه""",Tunisian
461,"""هاك واصل وتحب تولي رءيسكان عندك حاجه هاتها بربي بطلوا القاء التهم للتشويه السياسي واخدموا كيف ما تخدم ا""",Tunisian
462,"""و اللي يضيق بيه الحال علاش يموت صابر لو يعمل كل ليله حفله في قرطاج الجمهور باش يجيه خاطر هو بكل بساطه""",Tunisian
463,"""حتي النظام باهي عمر ه""",Tunisian
464,"""كمشه محامين و استاذهم ومعاهم حماله الحطب متاع ماكغون عملو طاوله و كراسي في حانوت ولد الفهري باش يسبهلو الناس و يحلل""",Tunisian
465,"""كل ما قلته طيب و محمود فقط نلوم عليك في حاجه وحده و هي فقدان الثقه في من حولك رد بالك منها الحكا""",Tunisian
466,"""باش ننتخبوا الجهاز السريعندهم جهاز سري و كان عجبك""",Tunisian
467,"""نبيل القروي الاول في استطلاعات في الاحياء الشعبيه الشمال و جنوب الغربي الاول عند الفءات العمريه المتقدمه في سن""",Tunisian
468,"""نهارك طيب تحسب في روحك عملت انجاز كيف ما تنتخبش يعطيك الصحهانت و امثالك سبب ظهور ها الاعشاب""",Tunisian
469,"""خدي ياختي الدليل قلنالك انو نحنا ما نحكي من فراغ وكل العالم يعرف انو تصد""",Tunisian
470,"""ميرسي ثم ميرسي ثم ميرسي تسلم اخي رعد""",Tunisian
471,"""مانيش مقتنع طبعا و لكن مانيش باش نكبش معاك ها المره""",Tunisian
472,"""عندي مهمه مستعصيهباكو شيبس و باكو عصير عندي نص ساعه نتعارك انا ومعاذ باش يكملهم""",Tunisian
473,"""بلاش شعبويه انا لا الفاشل الشاهد ولا المارق عن القانون نبيل انزكيه واندافع عليه قضيه الجهاز السري واللي لابد من توض""",Tunisian
474,"""النكت الانتخابيه جماعه اليسار الاحمق جاين مع اللي بش يكون دكتاتوري و هوما ضد الدكتاتوريه""",Tunisian
475,"""هو فين الفن الي كتبته لا يمت للفن بصله انت انتم كتبتم اي كلام و بتسموه فن و ردك اكبر دليل انك""",Tunisian
476,"""ه بالزبط اصلا نحنا بطبعنا ثرثارين""",Tunisian
477,"""جدو شكون""",Tunisian
478,"""باهي""",Tunisian
479,"""نحنا نحكي بالدلاءل مو من فراغ""",Tunisian
480,"""شكون باش يحاسب كان هكا الشعب في سبات""",Tunisian
481,"""نحنا من الاول قلنا الحقيقه ما حكينا شي من فراغ""",Tunisian
482,"""لا اعلم نوايا الناس لكن نحكيو تونسي و لا تونسي يخمم في المصلحه العامه كلهم يفكرو في مصالحهم خاصه الكل يبندر حسب""",Tunisian
483,"""نبيل القروي دخل فل باش يخرج كانيلوني""",Tunisian
484,"""كتب جوهر بن مبارك بديهي ان هناك تصفيه حسابات انتخابيه الامر واضح و لكنني لست من اتباع نظريه موش وقتو المنحرف""",Tunisian
485,"""قتلك اتمني عندنا راموس عندنا اي نعرف لكن فان دايك يقطع برشا كورات و قوي في ثنءيات معليش راح تفوزو ليوم""",Tunisian
486,"""كلكم بش تحظرو في العرس و لكم استقبال خاص غير تجي""",Tunisian
487,"""باهي""",Tunisian
488,"""ه هذي لا شكون تهديها""",Tunisian
489,"""منقول قبل ما تقرر شكون تنتخب خمم مليح و تفكر كيفاش عديت السنين الفايته كيفاش تاقف عالعطار تتشحط في باكو حليب و لي""",Tunisian
490,"""و الحلفان انها ما قالت شي من قبل سخيفه هكا""",Tunisian
491,"""يلزمه يستغل التسيب واللعب بالقانون الطاغي منذ ثمان سنوات والباين اكثر في هذه الفتره ليظهر للشعب ان الم""",Tunisian
492,"""باش يقتلنا قالتها مريم بالقاضي البارح افهموا وحدكم صباحالخير""",Tunisian
493,"""يحكيو علي ولي صالح الي يزورو و نيتو موش صافيه يعطيهالو و هو في ثنيه المرواح باباالحنين""",Tunisian
494,"""كان صورت معه حتي في قالب غلطه اعرف راك باش تعمل طله علي الحبس لاحقا مهما حاول يبيضلك صورتك في وساءل الاعلام""",Tunisian
495,"""نحنا وقتنا ناقفو نتشمتو كهو""",Tunisian
496,"""راي وينو الشعب الي باش يوقف هالانذال""",Tunisian
497,"""خلينا في التراث التونسي يعيشك باش نحافظوا علي الوطنيه و الهويه و الانتماء وو عندك مثلا يا ماشيه للشط عالكريطه تتلاءم مع الموسم الصيفي ديجا""",Tunisian
498,"""نزله برد في فصل الصيف نعرفوا الاحساس هكا الحمدلله علي كل حال""",Tunisian
499,"""في طقس كيف ما هكا ان سالتم الله فسالوه يخت""",Tunisian
500,"""هكا علاه ايمن استغربت كي قتلك سي عندو الحق طلعت صغير وانا مفيباليش""",Tunisian
501,"""اختطاف نبيل القروي و اقتياده لسجن المرناڤيه يحبلها راس من نحاس هذي باش تفهمها""",Tunisian
502,"""ايه توه باش يخرج تراند فرينبيل""",Tunisian
503,"""الزبيدي اقل خطابه من غيره لكنه صادق ونزيه بقلم فتحي الجموسي بقطع النظر لشكون باش نصوت في الرءاسيه لكن عبد الكريم الزبيدي ممكن يكون البارح اقل خطابه و طلاقه لسان من برشه مترشحين اخرين لكن حسيت""",Tunisian
504,"""عاجل انباء عن توجه عبدالكريمالزبيدي صبيحه هذا اليوم الي مقر قناه الحوارالتونسي بعد ما تفكر شنيه الحاجه الثالثه الي باش يهزها معاه لقرطاج كان شد رءيس ه""",Tunisian
